subject,labels(n),r,r-type,object
"{""skos__prefLabel"":Sloppy Giuseppe,""n4sch__label"":SloppyGiuseppe,""skos__altLabel"":Sloppy Giuseppe Pizza,""n4sch__name"":SloppyGiuseppe,""rdfs__label"":SloppyGiuseppe,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SloppyGiuseppe}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Fiorentina,""n4sch__label"":Fiorentina,""skos__altLabel"":Fiorentina Pizza,""n4sch__name"":Fiorentina,""rdfs__label"":Fiorentina,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Fiorentina}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Siciliana,""n4sch__label"":Siciliana,""skos__altLabel"":Siciliana Pizza,""n4sch__name"":Siciliana,""rdfs__label"":Siciliana,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Siciliana}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Giardiniera,""n4sch__label"":Giardiniera,""skos__altLabel"":Giardiniera Pizza,""n4sch__name"":Giardiniera,""rdfs__label"":Giardiniera,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":American Hot,""n4sch__label"":AmericanaPicante,""skos__altLabel"":American Hot Pizza,""n4sch__name"":AmericanHot,""rdfs__label"":AmericanaPicante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AmericanHot}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Caprina,""n4sch__label"":Caprina,""skos__altLabel"":Caprina Pizza,""n4sch__name"":Caprina,""rdfs__label"":Caprina,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Caprina}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Soho,""n4sch__label"":Soho,""skos__altLabel"":Soho Pizza,""n4sch__name"":Soho,""rdfs__label"":Soho,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Soho}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Pollo Ad Astra,""n4sch__label"":PolloAdAstra,""skos__altLabel"":Pollo Ad Astra Pizza,""n4sch__name"":PolloAdAstra,""rdfs__label"":PolloAdAstra,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PolloAdAstra}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Four Seasons,""n4sch__label"":QuatroQueijos,""skos__altLabel"":Four Seasons Pizza,""n4sch__name"":FourSeasons,""rdfs__label"":QuatroQueijos,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FourSeasons}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Napoletana,""n4sch__label"":Napoletana,""skos__altLabel"":Napoletana Pizza,""n4sch__name"":Napoletana,""rdfs__label"":Napoletana,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Napoletana}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":American,""n4sch__label"":Americana,""skos__altLabel"":American Pizza,""n4sch__name"":American,""rdfs__label"":Americana,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#American}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Veneziana,""n4sch__label"":Veneziana,""skos__altLabel"":Veneziana Pizza,""n4sch__name"":Veneziana,""rdfs__label"":Veneziana,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Veneziana}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Prince Carlo,""n4sch__label"":PrinceCarlo,""skos__altLabel"":Prince Carlo Pizza,""n4sch__name"":PrinceCarlo,""rdfs__label"":PrinceCarlo,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PrinceCarlo}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Margherita,""n4sch__label"":Margherita,""skos__altLabel"":Margherita Pizza,""n4sch__name"":Margherita,""rdfs__label"":Margherita,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Margherita}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""n4sch__name"":Pizza,""skos__prefLabel"":Pizza,""rdfs__label"":Pizza,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Pizza,""n4sch__label"":Pizza}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}"
"{""uri"":bnode://node1f07tfve2x1364}",[Resource],{},rdf__first,"{""skos__prefLabel"":Quattro Formaggi,""n4sch__label"":QuattroFormaggi,""skos__altLabel"":Quattro Formaggi Pizza,""n4sch__name"":QuattroFormaggi,""rdfs__label"":QuattroFormaggi,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi}"
"{""uri"":bnode://node1f07tfve2x1203}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Quattro Formaggi,""n4sch__label"":QuattroFormaggi,""skos__altLabel"":Quattro Formaggi Pizza,""n4sch__name"":QuattroFormaggi,""rdfs__label"":QuattroFormaggi,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi}"
"{""uri"":bnode://node1f07tfve2x1202}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Quattro Formaggi,""n4sch__label"":QuattroFormaggi,""skos__altLabel"":Quattro Formaggi Pizza,""n4sch__name"":QuattroFormaggi,""rdfs__label"":QuattroFormaggi,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi}"
"{""uri"":bnode://node1f07tfve2x1204}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":Quattro Formaggi,""n4sch__label"":QuattroFormaggi,""skos__altLabel"":Quattro Formaggi Pizza,""n4sch__name"":QuattroFormaggi,""rdfs__label"":QuattroFormaggi,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi}"
"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""skos__prefLabel"":Quattro Formaggi,""n4sch__label"":QuattroFormaggi,""skos__altLabel"":Quattro Formaggi Pizza,""n4sch__name"":QuattroFormaggi,""rdfs__label"":QuattroFormaggi,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi}"
"{""n4sch__comment"":A pizza that can be found on a pizza menu,""rdfs__comment"":A pizza that can be found on a pizza menu,""n4sch__label"":PizzaComUmNome,""n4sch__name"":NamedPizza,""rdfs__label"":PizzaComUmNome,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#NamedPizza}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""skos__prefLabel"":Quattro Formaggi,""n4sch__label"":QuattroFormaggi,""skos__altLabel"":Quattro Formaggi Pizza,""n4sch__name"":QuattroFormaggi,""rdfs__label"":QuattroFormaggi,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#QuattroFormaggi}"
"{""n4sch__name"":isIngredientOf,""n4sch__comment"":The inverse property tree to hasIngredient - all subproperties and attributes of the properties should reflect those under hasIngredient.,""rdfs__comment"":The inverse property tree to hasIngredient - all subproperties and attributes of the properties should reflect those under hasIngredient.,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#isIngredientOf}","[Resource,owl__ObjectProperty,owl__TransitiveProperty,n4sch__Relationship]",{},rdfs__subPropertyOf,"{""n4sch__name"":isBaseOf,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#isBaseOf}"
"{""n4sch__name"":hasBase,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasBase}","[Resource,owl__FunctionalProperty,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__inverseOf,"{""n4sch__name"":isBaseOf,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#isBaseOf}"
"{""n4sch__name"":isIngredientOf,""n4sch__comment"":The inverse property tree to hasIngredient - all subproperties and attributes of the properties should reflect those under hasIngredient.,""rdfs__comment"":The inverse property tree to hasIngredient - all subproperties and attributes of the properties should reflect those under hasIngredient.,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#isIngredientOf}","[Resource,owl__ObjectProperty,owl__TransitiveProperty,n4sch__Relationship]",{},n4sch__SPO,"{""n4sch__name"":isBaseOf,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#isBaseOf}"
"{""uri"":bnode://node1f07tfve2x1058}",[Resource],{},rdf__first,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1223}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1136}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1232}",[Resource],{},rdf__first,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1049}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x993}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1002}",[Resource],{},rdf__first,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1372}",[Resource],{},rdf__first,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1143}",[Resource],{},rdf__first,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}"
"{""uri"":bnode://node1f07tfve2x1280}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x1415}",[Resource],{},rdf__first,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x991}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x1284}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x1101}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x1267}",[Resource],{},rdf__first,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x1095}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x1294}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x1094}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""skos__prefLabel"":Spiciness,""n4sch__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""rdfs__comment"":A ValuePartition that describes only values from Hot, Medium or Mild. NB Subclasses can themselves be divided up into further partitions.,""n4sch__label"":Tempero,""n4sch__name"":Spiciness,""rdfs__label"":Tempero,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Spiciness}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}"
"{""uri"":bnode://node1f07tfve2x953}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":American,""n4sch__label"":Americana,""skos__altLabel"":American Pizza,""n4sch__name"":American,""rdfs__label"":Americana,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#American}"
"{""uri"":bnode://node1f07tfve2x956}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""skos__prefLabel"":American,""n4sch__label"":Americana,""skos__altLabel"":American Pizza,""n4sch__name"":American,""rdfs__label"":Americana,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#American}"
